emotion,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
angry,-402.55942,10.858131,-18.84166,-1.4402701,-19.70043,2.9279585,-18.05344,-6.9538627,-8.633543,-2.4267313,-6.674432,1.1717638,4.8168387,0.27935603,0.30965838,0.29797095,0.39709702,0.41278967,0.38026974,0.3619987,0.43424165,0.49102563,0.4273495,0.40300843,0.3498771
angry,-425.76364,12.32704,-16.88456,-2.4892256,-19.84592,0.0055505894,-19.249565,-8.4815445,-6.4047728,-2.4601648,-4.829685,2.4968169,2.8058558,0.39329633,0.37073344,0.3118835,0.27312794,0.36849993,0.4381077,0.37487116,0.40675896,0.3895868,0.37318876,0.34680334,0.34826
angry,-394.85617,7.209627,-19.137653,0.9485023,-21.493935,-3.4902165,-22.085016,-7.560627,-5.7027016,-1.8971646,-10.18516,-2.1201015,-4.57198,0.35509545,0.36819205,0.44526568,0.5245383,0.43714106,0.48553416,0.5186303,0.5576138,0.53443795,0.4668812,0.46024066,0.38646835
angry,-457.07962,7.2730002,-21.614006,-9.712128,-23.911133,-2.7276752,-23.084108,-8.714644,-11.141937,-3.1009803,-7.58874,0.27221832,-1.701492,0.4017089,0.3889304,0.45151085,0.45852703,0.43795222,0.47614616,0.54404426,0.5404859,0.49741986,0.48336044,0.45730022,0.39412194
fearful,-552.89087,21.144398,-15.808348,0.42367834,-12.90059,-2.432225,-17.505157,-14.791708,-5.008819,-5.0402536,-10.1228075,-2.737891,-1.2134202,0.34230274,0.29736525,0.3040677,0.34203276,0.47783595,0.47346786,0.45081547,0.45363906,0.40804324,0.35966936,0.35058084,0.33952475
fearful,-537.1174,19.461353,-19.595684,4.3731046,-15.896278,-3.753832,-15.675102,-12.019997,-5.775614,-6.5138803,-9.826183,-3.211656,-3.1314971,0.3784441,0.36455634,0.36402318,0.35530207,0.3521962,0.4525277,0.467909,0.536614,0.4977951,0.41393182,0.42240894,0.37271938
fearful,-549.1827,22.906555,-16.353327,3.525283,-12.093401,-5.8804092,-18.108025,-12.565168,-4.5334115,-6.7671866,-9.129311,-5.3823924,-2.616776,0.21988347,0.22579,0.26439688,0.3108736,0.3466101,0.5282124,0.44603902,0.36986682,0.36528334,0.3265476,0.3069892,0.25864592
fearful,-538.3443,21.698708,-14.086747,-0.47320613,-11.753462,-4.8581395,-14.725908,-14.655113,-6.326126,-6.23183,-10.311576,-4.722272,-2.500572,0.31208143,0.30306718,0.33122835,0.3476225,0.41923425,0.4857424,0.332057,0.33108985,0.33202142,0.3166756,0.3213648,0.28396434
fearful,-410.0114,2.504251,-17.692074,2.7099884,-9.842809,-0.34525445,-19.388842,-10.263781,-1.2035967,0.18588038,-2.537224,16.602674,18.04756,0.22834171,0.24482973,0.29466593,0.3459586,0.25262645,0.21622398,0.24225764,0.39067,0.54561216,0.461362,0.3421982,0.24303542
fearful,-437.39383,11.672809,-18.611233,-2.4494882,-13.7327,-1.5116498,-14.311423,-12.358768,-8.234197,-4.361982,-1.8552074,10.729207,15.052444,0.47976324,0.3902872,0.3299255,0.3397924,0.35703,0.38145068,0.4617391,0.5045881,0.49080276,0.42828545,0.40316933,0.41061908
fearful,-420.48264,12.426833,-18.957848,-8.211705,-17.729939,-6.195745,-19.26066,-10.424612,-9.962353,-7.411114,-8.726862,5.3067327,8.924104,0.35482383,0.30885375,0.3146814,0.38389105,0.28104198,0.31247094,0.3498787,0.45187563,0.46626475,0.409232,0.41165134,0.41712746
fearful,-435.5604,11.598986,-21.327469,-7.6928134,-15.991708,-7.2289205,-16.657576,-9.735885,-7.31248,-5.060211,-7.002679,4.9174542,7.4542055,0.46453914,0.4055243,0.39630538,0.43908396,0.47249937,0.49973813,0.5300445,0.6248778,0.62336224,0.5459302,0.51249135,0.46948943
disgust,-596.7426,40.618755,-7.4297056,2.431831,-8.334172,-2.2930667,-9.115984,-10.841472,-7.47502,-0.56064504,-10.559313,-0.10567296,-3.1788065,0.28138366,0.2543278,0.3010748,0.36344993,0.3752946,0.34433216,0.31252134,0.36266088,0.37319168,0.33417764,0.34041107,0.28583348
disgust,-578.83356,38.43077,-8.68235,2.242365,-10.540107,-9.32417,-16.618866,-11.402432,-4.4251504,-4.5078955,-10.473532,-1.062424,-3.9483292,0.37117258,0.39956802,0.38356715,0.43794063,0.3870941,0.4366016,0.43688843,0.44862628,0.46878713,0.4348426,0.45406258,0.437941
disgust,-577.6729,30.232449,-14.064785,0.39047867,-10.3523655,-7.5783777,-15.590024,-10.8724375,-5.2303185,-5.0985355,-8.821587,-2.0916238,-5.7959766,0.428685,0.42909938,0.36981794,0.4201,0.3749582,0.36045295,0.36528704,0.40845782,0.4898599,0.5619197,0.4754449,0.4421081
disgust,-553.8983,25.174917,-11.739457,5.9360466,-7.8835015,-6.931162,-12.372413,-6.24778,-1.933764,-4.087559,-5.6001706,0.7812492,-2.8016722,0.42706773,0.46405822,0.4609332,0.46188736,0.4087119,0.39259556,0.4424603,0.5012045,0.5346788,0.5391938,0.4393296,0.3855756
disgust,-494.83017,19.863207,-8.747812,3.5234165,-11.788355,-1.9688522,-13.218776,-9.528928,-6.4390163,-2.456948,-7.499249,-1.4885712,-3.2373712,0.3748098,0.41648352,0.4188458,0.42560416,0.3151072,0.39826152,0.39785737,0.3813612,0.3601198,0.3328894,0.31696296,0.30444634
disgust,-508.72028,19.553669,-10.174787,-0.08931385,-11.04379,-3.6383307,-10.548199,-11.331359,-7.6845336,-2.5112102,-7.8300195,-2.6212733,-3.6857517,0.41731223,0.38648432,0.4349559,0.32729012,0.349059,0.40949294,0.39165372,0.4146903,0.39598572,0.38848245,0.41238934,0.3639931
disgust,-543.72296,25.863749,-15.358614,-1.2972625,-12.4696665,-8.704099,-18.91461,-17.540892,-6.8702855,-6.1531587,-13.903359,-1.4437639,-4.4042554,0.43900058,0.40027222,0.33705845,0.27067626,0.25553146,0.31298533,0.3731896,0.43297756,0.45864558,0.3911952,0.39519444,0.38321903
disgust,-519.6212,25.416626,-13.217157,-6.8322315,-14.007308,-9.7410145,-20.251818,-15.920915,-7.8907204,-7.2219133,-13.384562,-2.5325575,-9.648216,0.287163,0.2967331,0.32708874,0.36492738,0.35013375,0.38575768,0.42374572,0.4086768,0.40091136,0.3908421,0.43445462,0.36142194
surprised,-602.6462,34.239857,-15.231592,1.8561245,-14.914399,-6.4464784,-16.005396,-11.5840225,-7.7409887,-5.418081,-11.703599,-4.1280622,-4.3865986,0.48785165,0.45626372,0.43906808,0.600445,0.60381365,0.56656533,0.5262551,0.54773366,0.6128614,0.5659625,0.42399687,0.4365249
surprised,-573.6906,29.838541,-15.260737,1.9617772,-17.452515,-5.281428,-18.037222,-12.300716,-6.8345737,-6.167049,-11.794828,-4.304472,-2.9535322,0.4009248,0.36697957,0.34964585,0.437285,0.47066444,0.5993733,0.51528287,0.45721248,0.4665594,0.46367556,0.45404652,0.4354352
surprised,-550.74713,34.23484,-13.458581,-1.6220622,-17.3632,-8.975938,-19.884682,-11.949539,-6.9241295,-8.014582,-12.136286,-3.8930228,-3.2023447,0.36928323,0.3217342,0.3585924,0.40347776,0.35378543,0.4127801,0.43045828,0.4883451,0.48310032,0.44230947,0.4320458,0.40207472
surprised,-558.7942,31.954641,-17.622417,-2.6520264,-19.713564,-6.4437194,-21.77559,-14.248261,-6.014673,-8.2387295,-14.421495,-4.519447,-2.1583452,0.3753181,0.3468557,0.35003954,0.33497933,0.38466796,0.478804,0.42419887,0.44481125,0.47827566,0.40931746,0.4094088,0.35436308
surprised,-478.52588,21.122393,-22.770037,-2.1605835,-20.882086,-3.7086349,-18.921394,-12.700121,-3.3040192,-5.2882,-6.377056,2.839277,1.9563297,0.2975952,0.33153236,0.3435196,0.42209095,0.33126676,0.3383114,0.35578114,0.41114578,0.43919736,0.3422666,0.3308637,0.28105807
surprised,-482.80914,17.634104,-18.667036,-4.107403,-18.456177,-7.4625635,-21.363123,-11.003884,-2.6810925,-2.818151,-4.287589,2.1017342,-0.5431462,0.346417,0.3633609,0.43780875,0.45745942,0.402342,0.44059855,0.4031496,0.44801122,0.4505787,0.4342866,0.41652697,0.3512079
surprised,-480.8041,23.302542,-17.030828,-2.5232642,-16.847942,-7.9814773,-18.662453,-7.5953827,-5.8303638,-5.374076,-5.955823,1.0604177,0.17759375,0.29160377,0.2641994,0.30078712,0.330252,0.40718764,0.44447404,0.4577037,0.4496323,0.4091267,0.36236024,0.34057304,0.3054816
surprised,-478.30792,21.689255,-17.924099,-5.892133,-19.483114,-7.916594,-24.274532,-10.704301,-8.816385,-8.993942,-9.74095,-0.9322044,-2.039341,0.3440175,0.34874114,0.33166513,0.32126895,0.35258347,0.37901732,0.38427988,0.40730923,0.39862168,0.34190884,0.3433303,0.3143814
neutral,-694.95447,65.57129,4.6082516,20.009977,3.4133117,1.3701235,-3.7048142,-0.64190835,0.23009486,3.7237072,0.18685126,1.6445614,-0.8732761,0.47348106,0.52066654,0.5768284,0.523862,0.49440902,0.5376039,0.49256718,0.527766,0.7041694,0.5850351,0.54677397,0.47303507
neutral,-718.92523,67.674484,3.3389115,24.244541,4.4219847,5.541756,-4.2090864,0.37698337,3.2291942,5.3836465,1.6046892,1.3863754,0.472417,0.36608428,0.3603263,0.37945682,0.4032448,0.4647363,0.5233794,0.4623975,0.571018,0.68342817,0.41327074,0.37982094,0.3539075
neutral,-675.5972,61.05691,2.593757,21.049295,0.48658258,3.3203127,-4.538725,-8.106775,0.45907602,4.0837584,0.07614959,0.7584549,-1.0064118,0.40593767,0.37230107,0.42063433,0.43617824,0.45128185,0.46251184,0.5509733,0.51266354,0.54893297,0.5500312,0.45645818,0.46882123
neutral,-704.4966,67.00028,6.647403,21.148384,1.3566206,5.067012,-5.9821086,-5.1414294,2.1501265,3.298195,2.8789835,1.6396557,-0.83996797,0.5398958,0.5351672,0.515095,0.5401755,0.54573476,0.5415078,0.61761206,0.7134745,0.6376864,0.55147725,0.5112941,0.4902873
calm,-722.9186,70.09813,10.582183,21.049074,0.6222923,2.4033237,-3.3643105,2.8400044,1.4001572,5.3244176,2.2523794,-0.024681812,-0.43303546,0.46566063,0.45407876,0.5046027,0.5391245,0.53295654,0.621425,0.64741343,0.65547013,0.5862829,0.52328634,0.59953266,0.5063991
calm,-760.33673,66.31718,15.760124,24.779142,-0.3304254,7.8453956,-3.3441765,6.228854,1.8464535,5.739543,3.554308,-0.08873719,-0.12935911,0.45657158,0.46917585,0.51435924,0.56938374,0.60243046,0.61079186,0.64576817,0.6767795,0.61420196,0.6297625,0.55725646,0.5212128
calm,-734.0181,67.69579,14.205129,19.777925,0.7721127,5.824722,-5.83581,-0.36152977,3.5254269,6.771553,1.1795206,1.4434158,-0.7376078,0.48908758,0.4792539,0.53312105,0.64121413,0.6318913,0.5811697,0.57332796,0.56504804,0.5257737,0.55811435,0.6104621,0.58402157
calm,-698.3112,62.113422,13.360019,12.2719555,0.4161735,3.4226134,-6.8121557,-0.8023918,2.069031,6.535546,-0.5243317,0.53355855,-2.1280315,0.4364769,0.40017077,0.4413189,0.5558369,0.5697864,0.60197353,0.62269866,0.5491655,0.48859268,0.4948466,0.52866817,0.49749509
calm,-712.5158,63.48693,9.328262,21.24106,1.2423627,3.4969425,-3.1912835,4.6348543,1.5902584,8.482593,1.7123524,0.9923833,0.64875567,0.42436573,0.44737142,0.4741268,0.49411124,0.53478503,0.60515285,0.64347,0.6028323,0.5475418,0.5358539,0.55036813,0.49037805
calm,-778.2353,59.718098,17.918856,22.616179,4.7548203,5.741503,-3.3407454,5.105936,6.2501698,8.806356,2.6071239,2.1055872,1.5202708,0.52012646,0.5451375,0.5766358,0.598104,0.6133635,0.67385024,0.6519558,0.65470654,0.651961,0.6155293,0.5912602,0.5767807
calm,-746.8101,61.997707,19.30777,21.775013,-2.0798883,4.2884903,-3.6239934,1.9345858,6.246548,5.843399,2.2309008,-1.5922573,-2.154749,0.6310835,0.53065646,0.43949932,0.4872587,0.5269358,0.5484439,0.52635664,0.55681604,0.49474135,0.41720337,0.49059302,0.56254405
calm,-767.4434,62.400375,21.424013,25.244246,2.1422668,6.2969275,-5.9932756,2.4719255,7.544647,6.6871834,2.6913648,0.27778965,-0.20692348,0.42394644,0.4445649,0.4533255,0.5334304,0.5860337,0.5536973,0.558903,0.5885263,0.61246115,0.64993453,0.564305,0.4418758
happy,-662.53937,60.295494,2.9933043,18.024677,3.8237321,0.86480385,-1.9272299,-8.197408,-8.433602,8.203479,-4.410061,0.50972337,0.5604532,0.47830957,0.5120536,0.54462457,0.5313833,0.59931624,0.6113232,0.6005228,0.56700623,0.45517817,0.44861835,0.53703535,0.5102912
happy,-644.7648,56.8523,-1.8912307,18.121998,3.7594898,-0.22332332,-0.58214533,-3.7252417,-3.3092158,5.818258,-2.924038,0.34774527,-0.3097605,0.44834617,0.44663256,0.49953917,0.55176604,0.61885786,0.65196913,0.7046107,0.66594726,0.576869,0.5413704,0.50074935,0.50301224
happy,-673.11255,51.505642,7.530085,17.185442,2.115155,1.9513147,-4.0540857,-3.5129352,-1.418985,3.5562375,-2.0919437,-0.27204984,-1.56082,0.492283,0.48370445,0.5264627,0.53622466,0.59217215,0.61173296,0.62541914,0.6015015,0.6200228,0.62438434,0.66820574,0.6367425
happy,-603.1416,63.798122,-0.81845963,13.286582,-2.800992,-2.5253444,-7.077532,-8.519764,-4.3842125,4.3706875,-4.9735904,0.25163233,-2.065709,0.4143174,0.40941933,0.45915505,0.51372296,0.57514745,0.6488521,0.5967378,0.5689148,0.5114791,0.45101145,0.4523906,0.45585704
happy,-608.3717,49.12845,2.6298988,5.5483603,-5.507764,-2.9590511,-8.079323,-7.361893,-11.781688,4.1723475,-7.3359184,-2.0402553,0.86437553,0.49420348,0.5093012,0.56667477,0.50007313,0.5029109,0.51709634,0.5115058,0.4975736,0.5029433,0.44857118,0.48677722,0.500661
happy,-530.94867,50.629944,-14.29396,5.470984,-1.7053506,-7.636621,-7.974494,-8.49909,-12.545515,7.695899,-8.812494,0.9368958,1.0241452,0.46133137,0.49106497,0.5082343,0.51048124,0.4296721,0.46160564,0.53311783,0.48884204,0.519595,0.5075781,0.51607096,0.49694234
happy,-543.48584,52.95202,-5.0053287,9.305811,-0.3524294,-6.439281,-9.830727,-15.39121,-11.238084,5.423502,-9.563885,-2.5602503,-1.2189015,0.3931844,0.3513888,0.37787518,0.44756392,0.4769405,0.4815559,0.476475,0.4585981,0.5059228,0.433362,0.41968954,0.47542694
happy,-556.7518,40.623142,-1.2850348,5.965821,-0.96150124,-3.0762198,-7.6506534,-7.6301875,-12.753034,3.013214,-6.846475,-3.306667,-0.43967044,0.49183372,0.44488505,0.4263115,0.4326748,0.47103244,0.4804482,0.49899888,0.4881161,0.51424855,0.54266834,0.59852046,0.58922946
sad,-765.32745,74.26958,14.475068,25.725832,4.7169447,7.6081295,-5.203042,0.76322895,3.4138315,2.997022,3.97048,0.8955147,-0.23965597,0.51589733,0.56933904,0.5570391,0.53120154,0.56876004,0.6708929,0.66234845,0.720997,0.6823953,0.6147034,0.6151167,0.5662458
sad,-736.49194,71.96101,7.1296043,26.152588,2.2273297,4.5449185,-5.958936,-0.6094724,4.1965623,4.9526315,-0.6391384,-0.2993706,-1.615057,0.43943456,0.44837192,0.41415203,0.45201182,0.47362846,0.55951965,0.5974335,0.6368029,0.6908401,0.5995126,0.6017239,0.4781146
sad,-763.7938,65.75403,12.82131,21.688856,6.050346,6.5347404,-5.582492,-3.5436962,3.3712032,6.503926,-2.0221403,0.44965133,-0.088917546,0.44622603,0.47609958,0.558986,0.5934322,0.5415664,0.6229501,0.6313312,0.6174414,0.7397303,0.65058666,0.6463494,0.5596775
sad,-731.9825,75.852486,15.06025,25.037107,2.159351,6.5615044,-5.996245,-1.7399927,5.068129,6.9030805,-0.17669863,0.9558238,-0.6460543,0.49128893,0.52232105,0.52784073,0.500925,0.52230823,0.5781956,0.6269311,0.6475,0.5818085,0.5493061,0.6487834,0.5692246
sad,-729.7252,70.27567,12.691674,23.456324,1.610953,2.9041803,-5.2429676,1.3093088,-2.0036097,3.9116888,-2.3493469,1.3083892,0.9211254,0.56833255,0.55116314,0.5336928,0.52663386,0.5113523,0.5347788,0.5495293,0.62073034,0.6486791,0.5649641,0.56916475,0.60548866
sad,-744.1347,66.81253,7.1913357,28.532585,7.6653414,0.6843233,-6.9733834,1.4431651,-1.5857328,4.297995,-2.1211064,1.02673,0.044823576,0.4327968,0.46734524,0.5005567,0.51564807,0.4792804,0.5490841,0.60860956,0.54363316,0.5180232,0.5666333,0.58173925,0.4989417
sad,-707.4228,54.38065,8.910645,20.98366,-0.71238184,1.4687188,-6.929598,-0.35533467,-1.0791335,3.5243397,-2.0174453,-0.6484218,0.3880327,0.5815982,0.49987233,0.46079656,0.5403087,0.5942774,0.6020531,0.6351005,0.608654,0.55826485,0.5078218,0.52141166,0.6122085
sad,-740.5418,64.86332,4.41607,22.005268,5.629016,2.086705,-3.7247248,-3.1186278,-1.1589687,6.7193894,-0.72946054,-0.74550235,-0.30069244,0.46218303,0.41042292,0.41574493,0.39597586,0.40666676,0.491941,0.7224639,0.66236323,0.4227718,0.41989672,0.43840462,0.48289594
angry,-514.49347,51.899277,-17.21837,15.12373,-8.328518,-10.6648855,-4.965016,-5.8206286,-8.433839,3.0380743,-5.475787,0.30697694,-3.8319578,0.4369872,0.5002745,0.46103787,0.4614733,0.450754,0.51519954,0.5378299,0.5228615,0.44978818,0.46941146,0.5342814,0.49646473
angry,-531.345,48.527218,-4.7701564,18.773739,-5.02389,-8.554393,-2.0205607,-1.3233994,-4.8818436,3.4491925,-2.8186772,1.4856555,-0.3242713,0.473065,0.4450185,0.4850773,0.5613134,0.5894199,0.5533117,0.51745427,0.5724522,0.5223893,0.47685543,0.47258323,0.48424646
angry,-602.4079,72.77388,-0.14709133,14.987221,-2.423798,-4.152984,-5.597727,-8.937702,-0.6591874,2.9061258,-0.2860939,3.9663758,-4.3054852,0.38935918,0.4829713,0.48875844,0.53890985,0.4869235,0.4782831,0.4617393,0.4522726,0.5011181,0.51736706,0.44522664,0.38693258
angry,-561.39154,63.543648,-4.2822,17.525007,-9.242341,-3.7108686,-6.155436,-7.4542694,-3.9691105,1.8058966,-1.0896424,-1.6660403,-0.24205127,0.3248047,0.40164647,0.47341442,0.5460159,0.48656172,0.4508757,0.51827294,0.5085504,0.45846605,0.5239307,0.48356545,0.36323187
angry,-373.9096,27.493198,-18.831978,4.0360727,-7.8535514,-14.49844,-7.351915,-6.946914,-9.523285,2.3141978,-6.035322,-1.4614674,-3.7776926,0.35064846,0.43258578,0.53577,0.68609214,0.57348716,0.4226781,0.49073958,0.484971,0.45918944,0.47591168,0.50402725,0.40997183
angry,-409.36996,33.566372,-10.605806,7.356646,-7.7338724,-10.856491,-7.85288,-4.7250094,-8.582426,2.2826989,-5.5434003,-0.7782217,-3.4570427,0.49995068,0.4812673,0.48066264,0.623209,0.6418646,0.5257202,0.43563375,0.48826426,0.45384264,0.5332262,0.5668264,0.55573004
angry,-341.07364,26.847841,-13.980812,-0.36423123,-4.083386,-16.579197,-8.0478,-7.7068925,-12.17491,5.8845186,-2.9946904,-3.1515837,-2.4744017,0.3433393,0.4289091,0.41879812,0.5494783,0.56545365,0.64431435,0.5442966,0.5482592,0.5221294,0.49263442,0.4497739,0.3582919
angry,-335.20407,25.579859,-18.460676,-2.0750017,-5.8281593,-15.333792,-5.2458067,-9.163822,-15.654935,5.7823067,-4.4539495,-2.3866444,-1.2616911,0.32885295,0.46302503,0.49888387,0.5138136,0.50132865,0.4805547,0.5764623,0.56031835,0.38276732,0.3728973,0.39753616,0.33795622
fearful,-656.7886,52.391113,1.9271907,13.242124,-3.6885188,-5.5863523,-4.783655,0.77946657,-2.5039413,0.4883565,-0.79966706,-2.5944452,-1.1016676,0.48127046,0.53014976,0.50492483,0.6391355,0.49627247,0.43136877,0.5068503,0.60330325,0.49542582,0.48835266,0.44242293,0.37490717
fearful,-647.30035,47.789284,2.604443,14.63852,-1.9631113,-3.675994,-5.0915112,-2.3478673,-2.3388932,0.47887158,-1.1644031,-2.795488,-2.3201063,0.4705213,0.5296052,0.484812,0.53575855,0.54016244,0.5400652,0.55155736,0.5329374,0.55895936,0.5241533,0.4627956,0.4335692
fearful,-701.9618,58.15787,7.4638186,19.216478,1.1149666,0.5468792,-3.7549531,-1.2311882,1.0749458,3.9027362,0.37948608,-0.6020496,-1.5688915,0.44971317,0.4920124,0.480391,0.4724685,0.5921654,0.4777779,0.5131253,0.64793503,0.52380747,0.5196457,0.54293686,0.50892997
fearful,-609.98114,51.25089,-1.1180891,12.628718,-5.4626937,-5.486866,-5.771606,-4.3614407,-4.9282575,0.18560028,-2.0312204,-1.5885397,-2.670984,0.39602554,0.42107546,0.4337447,0.5103316,0.6840598,0.50118,0.46187365,0.5421948,0.4636449,0.41402015,0.44034016,0.4239922
fearful,-464.5819,28.897913,-17.996302,0.0025529654,-7.924202,-11.13631,-14.719568,-6.2813563,-10.920922,0.74943656,-5.0855637,-3.782917,-3.884128,0.45076925,0.47773817,0.46095237,0.38818055,0.4318639,0.44995964,0.43137154,0.46300247,0.4856138,0.48462027,0.5827659,0.5359082
fearful,-434.0173,35.17851,-21.119276,3.0854907,-10.528066,-12.072213,-20.706411,-9.591978,-13.1907425,2.6994536,-8.070462,-3.8148046,-4.0346828,0.49449304,0.46466026,0.34321147,0.33358076,0.37699336,0.42420837,0.4599898,0.4075199,0.40376943,0.40083453,0.35144037,0.43728665
fearful,-480.3765,28.032427,-10.752937,5.6818824,-6.754491,-11.332256,-8.264513,-10.640798,-13.546222,0.7617534,-7.021622,-5.1439185,-4.110353,0.42923784,0.3921773,0.35876498,0.44889322,0.47801033,0.43374872,0.4442024,0.3924129,0.4176888,0.4074905,0.3877652,0.44598076
fearful,-456.46735,36.721634,-16.926357,3.744471,-8.589584,-9.641734,-19.497643,-8.640025,-16.332026,0.25203064,-9.074679,-6.125341,-4.8247137,0.4644079,0.5611085,0.5123426,0.50558144,0.4366096,0.31601778,0.31351906,0.2969914,0.3584027,0.35098034,0.34164396,0.37250662
disgust,-717.2857,53.617,11.148734,20.066637,-0.71581495,2.8853955,-1.9706345,1.8313929,2.453376,9.106827,2.1600971,1.762918,3.226062,0.47555995,0.4591048,0.51048934,0.59123087,0.6036754,0.6666565,0.65152884,0.5923423,0.58010685,0.54523504,0.540403,0.51893014
disgust,-649.2916,41.703617,7.650514,14.698398,-4.5929623,-1.873063,-0.61659974,2.4159572,1.4947054,8.038569,2.4980628,1.0721632,1.7170852,0.5151022,0.5343799,0.55378306,0.5776008,0.6908854,0.69845504,0.62271005,0.57638127,0.62423307,0.5905713,0.5193432,0.516181
disgust,-702.51605,56.751575,10.137344,14.91907,-1.4262239,5.9999776,-3.8458943,-3.3813686,0.26667047,10.188508,2.4073737,1.529869,2.1773152,0.46706024,0.43704665,0.52321106,0.5657239,0.57595956,0.64637405,0.69318664,0.5105524,0.49975413,0.5227241,0.52844614,0.48565954
disgust,-656.1557,47.694878,9.877216,11.348876,-2.8559546,2.9804316,-4.9904613,-4.1284385,-0.36912015,4.590004,0.23193066,-0.31154776,-0.44861093,0.51155937,0.55039656,0.5547865,0.5948267,0.6589078,0.7283913,0.62724483,0.5675715,0.5918763,0.57643217,0.57997036,0.53600043
disgust,-650.8462,55.12015,7.250455,16.174097,-10.348259,-2.1074426,-5.995037,0.027076945,-4.1675076,1.575617,2.3762136,-3.4947028,3.8802526,0.5578362,0.5928337,0.54873097,0.5711413,0.56663007,0.57909966,0.6280436,0.54099405,0.5068386,0.49624947,0.538107,0.4874073
disgust,-575.2388,44.533585,2.6732352,12.15182,-11.072061,-6.5705895,-6.123028,-2.8903008,-6.685831,-2.536972,-0.045955297,-3.693086,0.89027894,0.5149595,0.5551334,0.5314959,0.5447174,0.5665915,0.54953015,0.5663388,0.5809845,0.54676133,0.50179553,0.52124953,0.49319798
disgust,-568.6347,50.38567,2.6913333,4.938911,-7.139104,-8.271588,-14.247938,-7.6455317,-6.177284,-3.341787,-1.9712718,-0.6902781,-0.9710407,0.47023502,0.53383404,0.5444347,0.5191004,0.50613034,0.56302536,0.5817051,0.57971334,0.5289652,0.54788643,0.60768676,0.5460679
disgust,-602.4597,77.77239,9.642068,9.111702,-14.307531,-4.9638953,-7.455649,-2.1058512,-5.2896566,-3.208805,3.2481167,0.07910785,-2.640585,0.47506312,0.48284712,0.5341289,0.5134983,0.5344695,0.5780893,0.5742769,0.5212149,0.47207174,0.49175096,0.51075613,0.50928277
surprised,-625.19135,53.600586,2.8667965,13.574776,-3.0206883,-3.5964057,-4.9519444,-1.5833888,-5.000507,1.930986,-3.643515,0.27524686,-0.9394411,0.49606663,0.5439395,0.5279743,0.60300994,0.63060755,0.5969604,0.52777135,0.545509,0.5456284,0.50646704,0.5160781,0.4822523
surprised,-609.6281,56.219036,-5.9720626,13.391086,-8.539453,-8.064358,-4.7825327,-5.479145,-7.151986,0.02305764,-5.110699,0.18754664,-2.2952335,0.53184927,0.5124706,0.52934265,0.5822789,0.61684835,0.5831645,0.48582762,0.51479745,0.57712257,0.62136894,0.6370643,0.56832457
surprised,-645.0118,52.894337,-9.109157,13.916465,-6.7938137,-4.8971596,-4.382599,-9.8925705,-4.0394163,-0.8081236,-2.5292475,1.0952463,-2.1667259,0.58490205,0.5833466,0.5259077,0.54643947,0.59815556,0.6089074,0.5763547,0.59097105,0.5978714,0.61647445,0.63166016,0.5639505
surprised,-602.1792,56.816784,3.6966672,14.146932,-2.137532,-2.342933,-10.019873,-7.5613923,-5.7475605,-0.96465766,-6.158231,-3.9906068,-3.6670177,0.42407095,0.41831926,0.42851934,0.46875703,0.5357446,0.5796219,0.44888493,0.40273693,0.44983682,0.5127655,0.6086554,0.5306204
surprised,-587.64905,37.778748,7.6168365,9.16638,-7.1772003,-0.8607134,-8.854347,-3.4668648,-6.783765,2.3964937,-4.4659996,-4.481304,-1.4981604,0.37171736,0.45468026,0.5053272,0.54949427,0.6604768,0.5845443,0.5921676,0.54248226,0.49460196,0.47598156,0.49559906,0.42379907
surprised,-560.7179,47.679962,1.3654267,4.2125974,-10.068774,-4.094078,-6.248928,-5.3074675,-9.6169,4.139144,-6.18856,-3.3790007,-1.1656955,0.43725294,0.4995061,0.5081814,0.542521,0.53033495,0.5647499,0.62627923,0.61128896,0.51741433,0.4511227,0.46178666,0.46008697
surprised,-569.78595,41.51008,-3.899177,4.6858,-7.3941708,-5.841521,-10.414291,-8.47328,-8.745368,3.8209038,-5.453374,-2.5938742,-2.4843004,0.43588802,0.48936224,0.5151868,0.5525292,0.6175441,0.60422057,0.60619825,0.5878718,0.5513619,0.5312881,0.48600024,0.45269534
surprised,-588.6548,53.366844,1.5087116,7.474488,-6.597167,-3.7650416,-8.458318,-9.40689,-10.24366,0.17970267,-7.163422,-5.649743,-2.3624406,0.49449828,0.52351856,0.51818544,0.4969519,0.53102416,0.5441505,0.49912915,0.46845385,0.4716927,0.504771,0.5589469,0.5110989
neutral,-722.0604,41.873688,-19.4578,12.719221,-9.44599,-9.337993,-12.549752,-8.898151,-2.0168097,-4.218931,-6.486102,-5.6160517,-7.547385,0.4358335,0.39720142,0.41239884,0.56884843,0.5550823,0.5578525,0.5022498,0.48451534,0.5332193,0.52181065,0.6095055,0.514253
